GeneName,HRP1,HRP2,HRP3,HRZV1,HRZV2,HRZV3
SPATA33,2.79956,2.2087,2.34174,1.78415,2.17636,2.62482
IL21R-AS1,1.60466,1.14933,1.45945,0.51903,1.02792,0.62041
PKDCC,3.07737,2.91101,3.26272,4.18411,3.8481,3.92542
WSB2,39.3096,43.4413,41.8217,45.3902,44.0786,41.3866
LRRC75A,0.424938,0.277855,0.217729,0.219293,0.308533,0.194404
LMNA,121.242,151.895,143.293,104.1,98.6243,102.907
LOC653786,0.0511233,0.0110461,0.060547,0,0.0756345,0.090508
KIF26B,5.15454,2.85808,4.41999,3.5324,3.22686,3.07983
KCTD18,6.66108,6.5803,8.09484,7.37463,6.29101,7.55304
OR8I2,0.0846068,0,0,0,0,0
RFTN2,1.61715,0.96605,1.79814,0.657966,0.283724,0.515005
FRMPD1,0,0.00778091,0.00734347,0,0.00665851,0
PER2,1.84328,1.21708,1.96847,2.79545,3.71078,3.01313
ZNF146,28.1842,28.3096,26.0926,41.8836,37.9125,40.2522
IL15,6.64404,6.27408,7.00567,11.3409,11.5381,11.249
CCDC93,8.31469,8.3599,8.30813,9.07835,8.62448,9.20603
EIF5A,172.811,209.477,189.452,259.574,276.317,276.814
CNNM2,2.84733,2.39245,2.86712,2.71221,1.76606,2.34844
CTNND2,0.0751084,0.0336296,0.0359433,0.0321671,0.0540829,0.039739
CACHD1,2.05861,1.96183,2.06237,2.54937,1.86091,2.28758
DDX60,8.15929,6.55134,8.07353,59.9593,54.1073,58.201
LRRC19,0.140557,0.0520951,0.0314044,0.0629345,0.173897,0.0179573
KIZ,5.13278,5.32891,4.49426,4.0196,2.7996,3.08052
SEMA4B,25.3137,24.6657,24.6924,32.7993,25.7666,30.1314
SNAPC2,7.89588,8.12629,8.19346,8.33356,8.84992,9.30145
FFAR4,0.0952026,0,0,0,0,0
SPATC1L,9.76723,10.4374,10.0227,4.97595,4.70641,4.50001
ATP6AP2,84.4996,88.6466,88.8596,70.3388,66.7703,63.138
RASA1,20.2535,21.7477,20.1441,25.8501,24.0326,26.311
TGFB2-AS1,0.224891,0.216146,0.10094,0.107228,0,0
CPZ,1.68874,0.70259,1.41993,0.637701,0.708726,0.332229
BCL2L15,0.0912485,0.114618,0.0809055,0.119057,0.159299,0.0386047
MGARP,1.70687,1.5126,1.59458,0.152724,0.373765,0.247837
ESM1,0.219588,0.0830783,0.316476,0.114579,0.123618,0.124533
HDGFRP3,37.0811,38.1971,37.9061,41.7998,39.2737,43.2172
GTF2IRD2,4.98312,4.41524,5.28936,8.12213,8.13653,6.8835
MED14,11.8773,11.6399,11.1444,11.0098,10.7466,10.5522
SYNJ2,18.1392,21.3177,17.5664,15.7536,17.6917,15.6653
CORO2B,3.3646,3.02459,4.03208,3.47427,4.08734,4.45205
SELENBP1,2.58953,2.98342,2.42709,1.32404,1.22569,1.09948
LIN7C,10.6114,9.78937,9.38891,10.5069,8.81779,9.19248
C16orf52,6.67466,6.4548,7.18525,8.41483,7.13377,7.85021
FXYD2,2.89291,2.10261,2.91815,2.05289,2.28837,1.23966
EFHB,0.181923,0.0477772,0.103363,0.308723,0.201445,0.336944
ACAD11,7.32808,7.56635,7.87431,12.9609,11.1429,14.2249
MAP3K9,10.1461,11.9811,9.69411,6.40393,7.31339,6.17228
ENOX1,0.998849,0.86867,0.865656,1.33475,1.23125,1.17578
BEST3,0.176747,0.0818334,0.0136717,0.0853296,0.0813214,0.0432852
FRG1DP,0.393752,0.0721908,0.025038,0.0762873,0,0.27531
CENPB,22.105,22.5744,24.4516,20.1305,25.8419,24.7187
NDUFS7,29.1395,30.2036,32.1501,16.8776,24.4257,18.3385
IQSEC2,2.03818,2.27893,2.20894,2.66606,2.6185,2.41238
AWAT1,0.0357004,0,0,0,0,0
LINC00689,0.0277024,0,0,0,0,0
SEMA4A,0.241559,0.217624,0.199412,0.261648,0.261422,0.149341
PPT2,9.87088,10.4035,9.71131,9.71884,7.86202,9.47274
NRP1,94.624,103.582,95.349,168.855,125.641,155.119
SMO,10.0188,9.78058,10.2915,5.28598,5.40627,4.80335
SLC35F6,11.8396,10.983,11.6918,21.1874,20.1476,21.7006
BRD1,12.3207,10.9277,11.5289,14.9061,14.7645,13.7178
RRP9,8.30475,8.22035,7.15897,12.5782,16.3245,14.3162
CCDC71L,10.6192,9.27551,10.5036,8.44586,7.58595,7.08663
OR5K4,0.128987,0,0,0,0,0
SLC43A2,1.85777,1.15964,1.52573,2.43702,3.45248,3.15959
MSH5,1.75562,1.39664,1.89238,1.73013,2.60494,2.43588
PDPR,10.0937,7.86198,8.84028,10.2538,7.72899,8.30185
C1orf229,0.625947,0.116371,0.283708,0.220754,0.294728,0.199056
KCNA2,0.022683,0,0,0,0,0
PROM2,0.368417,0.342102,0.341473,0.279315,0.193411,0.197147
CCNE2,1.45689,2.59535,1.93799,1.19666,1.59477,0.895875
CCDC177,0.0456632,0,0,0,0,0
ACCSL,0,0.0275023,0,0,0,0
ASRGL1,0.82263,0.484067,0.558345,0.883997,0.505024,0.99467
SH3BGR,1.22147,1.21485,1.48608,1.04368,2.45692,1.6961
CECR1,10.844,10.4565,10.8283,13.7238,12.7633,12.2466
LINC01336,0.254911,0.501609,0.349286,0.129325,0,0
TMEM221,0.149447,0.173155,0.136096,0.0297817,0.0736295,0
AVPR1B,0.0320262,0.0306509,0.0290428,0.0317164,0,0
NDNL2,13.539,14.0658,14.6216,11.4477,11.1056,10.9102
ZNF641,4.18596,3.57501,4.51923,5.32624,5.09561,4.98419
NUTM1,0,0,0,0,0.00977472,0
HOXB8,7.69758,8.15778,8.37916,6.96069,6.71216,6.59827
NCF4,0.0213837,0,0,0,0,0
TRAF3IP2-AS1,2.28594,1.25766,1.32843,2.31061,2.14806,2.10348
EHMT1-IT1,0,0.0410561,0,0.042177,0.034761,0.120493
PATE3,0.0402916,0,0,0,0,0
UGT8,9.24737,7.3556,6.07192,6.9784,6.62895,6.19095
TRABD2A,0.0878176,0.0483678,0.0336356,0.110609,0.132934,0.188979
DSG2,43.2227,44.0489,43.5186,64.3902,58.6688,64.6063
ILDR1,0.209165,0.163615,0.10458,0.0474595,0.126378,0.108066
FAM27E2,0.260684,0.157969,0.244128,0.28337,0.16307,0.332599
MRPL2,9.5243,9.97465,9.61078,12.3524,13.7475,15.3443
HSPA14,9.09132,11.1226,9.44096,12.8619,11.7772,12.7728
GREM2,0.209814,0.279268,0.212778,0.0619227,0.010744,0.0498756
AGPAT5,7.09951,6.74646,7.12411,8.91023,9.59237,9.29628
GPD1L,4.38814,4.51598,4.42865,4.23819,3.78406,4.75046
OR2B6,0,0,0,0,0,0
LOC100129520,0.0764201,0,0,0,0,0
ETS2,6.43339,5.38179,6.24723,22.6225,22.7586,24.6299
GAPLINC,0.448169,0.155247,0.257838,0,0.254566,0
ABAT,1.9167,2.19195,2.08344,0.663439,0.778793,0.780733
MED31,3.80944,4.85346,4.74266,4.79209,3.85041,4.89424
SCAPER,2.42794,2.26157,2.36577,2.86083,2.18416,2.72925
GINS2,1.69197,4.2738,2.83224,2.41128,2.58205,2.62224
DENND5A,24.1485,26.8352,24.588,26.419,25.8155,25.7632
RSAD1,9.20049,7.83444,9.43941,9.09356,8.44657,8.96608
VPS9D1,6.46566,7.13273,8.37463,5.22824,5.61923,5.4019
PRRC1,29.0602,35.096,30.8799,24.795,19.1717,20.3285
CEP95,8.39567,7.13749,7.91907,12.5153,11.1607,12.742
LINC00702,0.666877,0.431583,0.396273,0,0.36257,0.429196
BRI3BP,1.57219,3.1822,1.73918,1.22608,1.48927,1.18726
LY6G5C,0.612208,0.50752,1.02799,0.654269,1.13451,0.336082
SLMAP,20.1216,17.5078,20.7083,18.2384,20.4285,18.4893
TPMT,6.72719,8.01979,7.34146,11.6012,9.71532,10.2845
CLRN3,0,0,0.0410235,0,0,0
C10orf2,4.49547,3.94611,4.01322,9.14776,10.7434,8.93504
LOC100130417,0.465265,0.444148,0.356361,0.224719,0.132795,0.0951533
AADACL3,0.0645857,0.0155928,0,0,0,0
GPNMB,11.4611,6.40203,10.8046,14.7308,13.7609,11.784
STX19,0.0416387,0,0.110148,0.107819,0.0676067,0
TAOK2,10.9993,11.3931,11.8696,8.4245,7.32189,7.50596
LINC01532,0.0249855,0,0,0,0.020393,0
BDH2,12.8031,13.8036,13.3541,10.58,7.28829,8.84602
TOPORS,9.24112,9.48783,9.94369,8.44881,7.70335,8.71784
MUC15,0.0168401,0,0,0,0,0
MYDGF,58.1162,74.1902,64.837,52.432,48.8849,49.8571
HOXC4,4.7768,3.66124,4.24249,2.94193,3.5804,3.59663
FAM132A,0.137554,0.539221,0.69155,0.22476,0.229895,0.381493
SMKR1,0.0861986,0.0414855,0,0.173456,0,0.0801688
LIPT2,1.57028,1.33805,2.43578,1.17813,1.19661,1.84921
TRDMT1,1.55246,1.54402,1.6395,1.38479,1.34622,1.35328
ZNF326,19.7777,16.4739,18.9454,28.7135,21.4238,23.5722
MRAS,9.20169,9.29795,9.07127,6.2465,7.21149,6.53031
MAMSTR,0.263063,0.32098,0.102619,0.14652,0.229522,0.0859636
IL21-AS1,0.015159,0,0,0.013839,0,0
PITPNC1,1.76195,2.22256,1.87831,1.28541,1.15793,1.2779
ZNF562,4.98472,3.95342,3.8314,6.67812,5.98276,6.34049
OR5J2,0.16761,0,0,0,0,0
XXYLT1-AS2,0,0,0,0,0,0.0511086
RASSF1,10.5465,11.2836,10.6174,11.755,11.4902,14.2673
FNDC4,4.09422,5.45011,4.58884,2.21926,2.7019,3.38952
GMEB1,2.82373,2.79241,2.75697,2.50716,2.75476,2.42844
CAPN9,0.0210319,0.0201813,0,0.0199359,0,0.0196894
NAT2,0.63838,0.288228,0.226184,0,0.172639,0.457922
TUBA3E,0.0682958,0.0722877,0.0220951,0.0928779,0.0199376,0.0225406
FGFR1OP2,15.5263,14.5383,13.5779,16.1584,15.6337,16.3379
IL36G,0,0,0,0,0,0
HTR5A-AS1,0.075576,0,0,0,0,0
SH3BGRL,110.583,97.0407,111.427,62.8752,56.677,50.2825
RRAS2,38.5628,37.88,38.7152,42.0444,51.7901,43.2887
EFCC1,0.0191131,0,0,0,0,0
CCR10,4.4257,4.12307,4.78065,3.63075,6.96607,6.97217
MRPL9,15.7512,20.2292,16.9939,19.7541,20.5063,19.6174
LOC400548,0.0245756,0,0,0,0.0199499,0
CACNB3,9.75537,10.8148,10.2477,5.12058,6.05284,4.83513
ARHGAP27,2.18461,2.30183,2.37278,4.54727,4.96118,5.62805
SLC10A7,3.49882,4.0475,3.50189,4.38941,3.14919,3.67587
ZFP28,4.33822,3.50313,4.22247,4.5308,4.14013,3.89825
DACT3-AS1,0,0,0.0873623,0,0,0
TTYH3,62.0015,70.4293,65.1387,31.6485,37.2247,35.2585
CCL11,0,0,0,0,0,0
RCC1,11.4273,11.8489,12.0567,11.44,10.7825,10.8614
HOXC5,2.48507,2.30888,2.5874,2.33818,1.9836,2.48118
CAND1.11,0.0510648,0,0,0,0.165921,0
LINC00501,0.239181,0.0878198,0.106713,0.0576677,0,0.0292462
ISCU,23.1836,21.4063,21.005,27.0613,22.3996,27.4028
NRSN2,17.9323,16.8447,18.878,17.4856,22.7521,20.4891
P2RX7,0.497781,0.182827,0.469877,1.98018,1.61844,1.54981
ALPK1,4.87054,2.79447,4.6696,8.23487,5.8561,7.78096
HIST1H1A,0,0,0,0,0.0620477,0
ZNF510,3.02788,2.14155,2.5727,2.4059,2.10606,2.32733
IYD,0.0323739,0,0,0.00655718,0,0
CD2AP,27.1486,28.2602,26.1669,38.0389,38.775,35.1198
MAPK8,8.27671,8.06487,9.04498,9.02135,8.66606,8.96558
AP3D1,35.4067,36.2464,35.7742,39.3428,40.8602,40.8039
SF3B6,51.9243,53.6809,58.6448,72.3827,63.0183,70.8335
OR6W1P,0.0433545,0,0,0,0,0
DCDC2C,0.0356739,0,0,0,0.0289062,0
RAB32,40.6649,35.3595,37.2368,34.126,50.3903,38.0172
C19orf81,0,0.081769,0.381179,0,0,0
PPP2R3A,5.73391,5.98395,5.9608,5.16496,5.0291,4.56983
SLC36A2,0.0314979,0,0,0,0,0
PGRMC1,49.9366,51.421,50.6474,43.9807,35.9433,38.537
C1orf210,0,0.0337826,0,0.14163,0,0.137441
PHACTR1,0.311795,0.219804,0.267829,0.622682,0.42156,0.568059
USP17L3,0.0465862,0.0152697,0,0.0139685,0.00845525,0.00931053
CCDC84,2.52927,2.81122,2.81409,1.77202,2.78659,1.80549
VN1R2,0.154391,0.0736198,0.136076,0.034821,0.154127,0.110686
SLC30A8,0.0687491,0,0,0.0428637,0.0423058,0.0576165
USP17L19,0.0685181,0,0,0.00165673,0.00775087,0.00315382
RAB24,14.8469,16.2299,16.7266,15.6837,16.3962,16.9251
THADA,5.28407,6.03495,5.03584,5.86212,5.49546,5.94938
LOC104968399,0.371356,0.256433,0.615111,0.322136,0.122864,0.145909
CELSR3-AS1,0,0.849938,0,0,0,0
SH3GL1P2,0.165915,0.197534,0.180497,0.148687,0.114441,0.159251
OR4K17,0.167071,0,0,0,0,0
IFT46,7.26258,6.60544,8.32288,9.87332,8.92041,9.63642
LINC00861,0.183438,0,0,0,0,0
TCF20,5.3933,5.74211,5.43198,7.43401,6.79471,7.39114
IGSF10,0.990743,0.513754,0.946079,0.106158,0.185358,0.0595785
GGT1,1.73614,2.44805,2.14244,2.57528,2.2048,1.87157
CCL20,0.551181,0.679431,0.880378,6.87673,9.42787,7.03463
UBXN10-AS1,0.138812,0.136219,0,0,0,0
SLITRK4,17.5595,16.116,17.2292,3.05078,3.9533,2.77143
PLOD1,59.0111,74.1483,63.4713,40.2135,47.4347,43.4258
CARD10,17.9859,19.4867,18.6278,11.4762,15.7343,11.03
CYP4F11,0.0144972,0,0,0,0,0
C9orf72,4.8291,4.21499,4.15053,5.3616,3.93798,4.96537
SVOPL,0,0,0,0.0417472,0.0357426,0
PPT2-EGFL8,2.91765,1.74107,2.71168,3.82364,2.39693,1.61843
GPANK1,3.81616,4.02672,3.75065,3.37113,2.96087,3.46673
SAMD11,3.40452,2.13244,3.06816,0.964554,1.91501,1.28695
CASP3,21.9736,22.5139,21.6344,21.3596,21.9759,22.3244
GVINP1,0.059154,0.0155584,0.0192773,0.0764251,0.0219767,0.0208821
KRI1,7.03242,6.74317,7.4245,5.82631,6.63182,6.41225
PAM16,5.22711,6.14474,4.19977,8.48967,10.793,9.51559
PDLIM1,73.2307,80.2856,75.9894,105.479,101.208,106.286
CEP89,5.80603,5.71303,5.34098,5.55866,5.76006,4.94701
METTL11B,0,0,0,0,0,0
PCNXL2,4.25332,3.48191,3.7895,6.34228,5.6936,5.63277
TPT1,503.039,499.592,512.679,545.262,484.872,589.975
LINC01516,0,0,0,0,0,0
MTRNR2L3,0.0298645,0,0,0.0784738,0,0.0586623
FSD1L,2.49778,2.66522,2.25716,2.92348,2.42202,2.4122
MAMLD1,1.60596,1.67705,1.91049,1.40935,2.32231,1.64839
GINS1,1.81097,3.51913,2.35217,2.92743,2.76577,3.3761
ODF2,10.7276,13.5213,13.322,10.1534,7.80143,9.30054
GLMP,35.4196,33.387,37.7712,22.779,22.4489,25.3636
FAM200B,7.7269,7.704,7.52373,6.27708,6.74902,5.50374
ZNF295-AS1,0.107913,0,0.0433451,0.0504421,0.0394183,0
POC5,3.48121,4.75154,4.03875,5.88987,6.07996,5.87595
C5orf38,0.263741,0,0,0.0173741,0.1845,0.0679676
LOC100996385,0.160414,0,0,0,0,0
LINC00601,0.0431507,0,0,0,0,0
MYOM3,0.340796,0.295183,0.280816,0.378915,0.426458,0.293943
KHDC1L,0,0.0916037,0,0.184936,0.0763768,0.177697
MGRN1,16.8235,16.7607,18.5462,20.7373,25.2821,21.6349
IDH2,29.3637,37.3039,32.738,10.5385,10.067,11.1593
SLC22A3,1.96576,1.91315,2.41864,1.48928,1.43145,0.926451
MTMR10,11.5854,9.12465,10.4593,11.1815,10.6099,9.79365
TF,0.0589341,0.132018,0.087537,0.18423,0.143587,0.299218
ERAS,0.0614947,0,0.0552867,0.0597193,0,0
GRINA,54.2783,49.2328,56.7636,74.3113,75.2377,75.2962
BMS1P20,4.03771,3.71573,3.92036,5.14587,5.03687,4.63377
SOST,0.0200886,0,0,0,0,0
PRKRIR,15.3848,15.4647,14.564,18.0563,17.028,19.0729
LOC101926966,0.0505125,0,0,0,0,0
DBH-AS1,0.08583,0.0409445,0.0583136,0.0628306,0.0175535,0.0394234
TINCR,0.0424853,0,0.0511255,0.0277232,0.0348008,0.0661185
POC1A,2.21618,3.14221,2.29311,2.32434,2.73719,3.29147
NFIC,7.37477,7.97772,7.45645,7.38783,7.44109,6.78114
SEMA4D,1.96826,1.87342,1.78156,2.56401,1.96655,2.30658
SQLE,64.2219,83.1319,66.6511,28.8317,29.5898,32.748
LOC100506082,0,0,0.13896,0,0,0
GPR101,0.0700995,0,0,0,0,0
POLR3H,6.38613,6.5216,6.14108,7.30877,8.32379,7.96407
BDKRB2,1.93916,1.81971,2.13134,2.08314,2.08627,2.21359
LINC00923,3.6127,2.33646,2.1423,3.66925,3.19907,3.80323
TYMSOS,0.362349,0.855555,0.398126,0.156778,0.120924,0.403441
PLBD1-AS1,0.102856,0,0.0931604,0.417526,0,0.193856
USHBP1,0,0,0,0.0180107,0,0
CKAP5,19.8005,22.5037,19.9469,20.826,19.8578,20.4596
ACSM3,1.15112,0.770103,1.24245,0.841498,0.674316,0.817512
PPP1R21,8.09424,7.3939,8.32632,7.46509,8.56498,6.98015
RAPGEF2,8.81615,9.2304,9.39642,11.1089,9.90221,10.1469
USP19,12.7616,11.0275,12.2278,12.6534,11.2941,12.0826
TP63,0.0936734,0,0,0,0.00872063,0
GALR2,0.0486951,0.0475059,0.0446727,0.0537377,0.0405181,0.135723
KATNB1,6.81765,7.90303,8.25397,6.76721,8.06237,7.16168
ITPKB-IT1,0,0,0,0,0,0
TTC23,4.80175,4.25793,4.97377,4.04538,4.24683,4.45999
IL6ST,37.4185,33.6151,35.4498,58.9054,55.4292,54.4604
LOC101927418,0,0,0.184254,0,0,0
PATE4,0.0238861,0,0,0,0,0
STYXL1,10.4774,11.6333,11.4107,14.3748,15.8642,16.423
HOTTIP,0.0536742,0,0,0,0,0
ZFHX4-AS1,0.710303,0.428652,0.426718,0.537781,0.887509,0.626338
CABP4,0.106782,0.0102182,0.0216241,0.0493528,0.0465917,0.010095
ATP6V0D1,34.9479,37.2795,38.7226,26.7463,24.158,23.463
FUT2,0.108543,0.113929,0.241721,0.125834,0.097149,0.13846
ZKSCAN2,2.33225,2.22381,2.05394,2.46444,2.36864,2.31683
LOC101927692,0.0154827,0,0.0138747,0.0130978,0,0
ADAMTSL5,1.46009,1.33678,1.22045,1.2905,1.90899,1.31147
MYO18B,0.00538033,0.00512594,0.00487439,0.0154225,0.0044069,0
OR10G8,0.0714655,0,0,0,0,0
PRR18,0.0213926,0,0.0393374,0.112909,0.124955,0.0993973
NBPF3,4.25507,3.59154,4.32729,4.22051,3.31215,3.4034
SCOC-AS1,0.130238,0.0760447,0.232131,0.120134,0.0635064,0.101747
FAM92A1P2,0.0658625,0,0,0,0,0
LOC101929586,0.0233497,0,0.0208103,0,0,0.0446337
DCDC2,31.0972,29.9799,30.8165,17.2232,25.197,17.2656
PREX2,0.449756,0.306199,0.367551,0.344871,0.269438,0.303033
DHX29,10.5974,10.8625,10.9297,9.26074,7.91333,8.35474
ANXA2P2,0.170089,0.0797097,0.07486,0.33579,0.101859,0.20257
SELM,52.7021,57.6482,56.7335,27.3491,34.0417,30.856
GOLGA8G,0.0502395,2.93E-06,0,1.93E-06,0,0.108737
PTK2B,1.66667,1.19706,1.59939,2.02986,2.51369,2.25985
DDX21,41.1371,44.5104,42.284,72.2927,83.3943,71.5601
OR2A2,0.252169,0.0816615,0.149093,0,0.0684334,0
GALNT16,0.353643,0.513747,0.271957,0.18438,0.313387,0.326669
LOC101929123,0,0,0,0.0300553,0,0
GEMIN2,5.00479,5.50633,5.92748,7.88312,8.18735,7.6711
MRPL34,15.0082,16.2017,17.734,14.2683,11.4144,11.645
RPS14P3,0.210732,0.0682419,0.374283,0.125847,0.346252,0.480761
ALDH9A1,23.2534,23.3182,24.3349,23.2917,24.3536,23.7969
USP32,11.0928,10.721,10.7988,15.9166,13.3751,15.4109
ASAP1-IT1,0.0520037,0,0,0,0.0421609,0.0503677
SDHC,31.9582,33.2987,31.0732,23.7538,19.7252,22.8567
LOC101928794,0.28812,0,0.262255,0.200987,0.116762,0.141195
LOC101929331,0.0832295,0,0.0759276,0,0,0
STON1,9.57453,6.80131,8.81446,3.66244,2.99065,2.91822
MYLK-AS1,0.24527,0.333023,0.865184,0.404945,0.142928,0.5799
METTL9,29.6535,30.2104,29.7371,20.9466,20.3633,21.2583
PWAR1,0.0282054,0.0276619,0,0.102905,0,0.0565409
TMEM62,3.35339,3.51616,3.09094,6.09999,7.35064,6.84439
LAMC2,20.0663,20.3979,19.7341,43.7035,45.4365,51.5594
TBC1D3I,1.41617,1.21093,1.16339,0.894461,1.36205,1.20487
LINC00176,0.123058,0.0875763,0.0726648,0.199085,0.136621,0.134353
COL4A2-AS1,0.316513,0.508962,0.568502,0,0.171051,0
ACHE,0.450797,0.508105,0.384193,0.324892,0.381791,0.25989
PEX16,5.65011,5.89974,5.54325,4.62961,5.26883,5.89595
F2,0,0.0224437,0.0213884,0,0.0192808,0
RILP,1.56632,1.76098,1.37064,2.89344,2.87872,2.75692
SH2D1B,0.0242251,0,0,0,0,0
RAB6C-AS1,0.0868282,0,0,0.0825724,0,0
NYAP1,0.751112,0.663993,0.787708,0.571204,1.11467,0.724589
ELL3,1.06423,1.09473,0.983845,0.472589,0.71449,0.611318
ZNF852,0.887988,1.32155,0.818882,1.2954,0.885184,0.864552
KIAA0226,3.29179,3.57858,3.31384,4.03363,3.53463,4.27937
FAM217B,4.62076,4.12816,3.78837,3.87028,2.60652,3.27621
RALGDS,8.73687,9.2423,9.27964,8.10271,7.15856,7.5785
APC,4.50699,4.37159,4.34761,4.06886,3.61329,3.93097
OR2T5,0.217717,0,0,0,0,0
YBX3P1,0.0212074,0,0,0,0,0
GALR3,0,0,0,0,0.127041,0
FANK1,1.638,1.34284,1.04416,0.794034,0.264558,0.98178
RB1,18.4513,20.223,19.8326,22.7209,23.5208,24.3421
C7orf31,2.54783,2.57058,2.53798,2.46319,2.25784,2.38824
RAD23B,47.4003,49.6375,46.719,74.2991,77.4402,79.7259
B4GAT1,12.6415,12.1763,11.2312,5.6472,4.18812,4.98585
SIGLEC1,0.0068199,0,0,0,0,0
LRRC73,0.189124,0.124013,0.323907,0.0471092,0.215218,0.249495
WDR7,4.31843,3.88012,3.73428,3.53749,2.6477,3.20121
LOC101928823,0.278765,0,0,0,0,0
UFC1,37.3843,39.7621,39.7227,27.6807,25.4523,28.6614
ZNF26,3.59076,3.09213,2.67078,4.50748,4.61831,4.43204
OR2L2,0.179853,0,0,0,0,0.0669885
TMEM63A,7.69106,7.60632,7.41946,8.844,8.86706,8.85927
ANAPC1P1,0.0976431,0.0414325,0.0775795,0.0792621,0.183594,0.109481
SUPT16H,29.8768,31.1726,29.4246,43.0213,39.2515,43.3295
SERPINA12,0.0304836,0,0,0,0,0
EIF1B-AS1,0.284884,0.226271,0.303069,0.289031,0.231228,0.421822
SYT5,0.0780488,0,0.0724744,0.0256254,0.0213375,0.0495355
ASXL1,13.7093,13.4531,12.8624,12.083,12.0706,12.1445
OCLN,2.86357,2.76705,2.85146,2.23857,2.3846,3.17833
TUBBP5,0.339379,0.146462,0.396672,0.317611,0.290029,0.158797
STAG3L5P-PVRIG2P-PILRB,11.1592,11.1327,12.1393,11.9911,10.9834,9.77239
CT47A8,0.0852302,0,0,0,0,0
RGR,0.135739,0,0,0,0,0
STK17A,19.8075,22.1672,22.0629,10.8054,14.3177,11.887
DLG5-AS1,0.0949076,0.0368424,0.102516,0.0926477,0.0621687,0.126378
MRPS31,8.33889,9.17801,8.67424,10.632,9.75711,11.8866
UACA,25.9611,24.1827,25.61,19.4529,18.6879,17.243
C9,0,0,0.0563521,0.0188865,0,0
SIRT2,12.2839,12.1544,11.8892,7.0262,7.91706,8.58886
RTN4R,6.02112,6.43359,6.66914,4.34498,6.17819,5.53956
LRGUK,0.0807417,0.0587665,0.0539099,0.0908813,0.164376,0.0589621
TMEM5,9.80174,9.9478,9.63947,12.9769,13.2664,11.9693
MPL,0.10289,0.0435281,0.0931812,0.150413,0.093198,0.0526384
FGD4,9.23506,9.58922,8.84558,8.32772,8.09039,7.09675
NTM,39.3769,29.3375,38.1831,56.0656,61.3949,62.2942
GDNF-AS1,0.0923723,0.089996,0.187076,0.0416238,0.112334,0.0225485
LOC286059,0.108388,0,0.0242023,0.0254017,0.111049,0.13406
IGFBP1,1.47692,1.63359,1.89377,10.6746,5.96584,14.0498
CCNDBP1,10.1371,9.37078,10.6001,9.17974,8.24187,9.85582
FAM151B,0.527562,0.545307,0.501347,0.386209,0.315456,0.350822
ADCK2,4.2845,4.62463,5.64552,3.49859,4.50397,4.55946
OR5H1,0.0771502,0,0,0,0,0
DCC,0.0239962,0.00463463,0,0.0043467,0.0117651,0.0046145
ENOSF1,6.06167,5.35973,5.69479,7.86922,6.86778,7.30427
SEPSECS-AS1,0.164197,0.117721,0.109629,0.0363961,0.0668052,0.117814
HCG17,0.170262,0,0,0.158503,0.0692319,0.164955
BYSL,5.87395,7.96434,7.50246,6.60675,8.19539,6.38838
RNA28S5,736.47,637.242,791.642,547.076,766.335,635.045
P4HB,327.404,413.999,354.346,290.063,294.891,299.368
RASIP1,0.8562,0.701965,0.846783,1.39846,1.60261,1.47816
TNIK,4.6076,4.0798,3.91292,3.86362,3.5674,4.41739
SYT9,0.0555042,0,0.00996762,0,0,0.0315358
HIST2H2AA3,6.28292,5.46066,11.7169,10.1061,9.54812,9.56786
LOC101060524,0.0889598,0,0,0.0128613,0.020927,0.0117686
SKP1,109.009,117.069,109.17,82.7251,65.2523,77.8585
LHCGR,0.0182534,0,0,0,0,0.0178452
DNAH14,3.80349,4.1957,4.13592,4.41399,5.80816,4.156
MURC,0.348575,0.231991,0.213653,0.149814,0.164882,0.232258
PEX7,4.2657,4.1496,3.23586,3.3399,3.46696,3.31548
OSTM1,21.0634,20.7174,20.4065,23.361,22.5826,21.6828
LINC00260,0.672518,0.868046,0.317867,0.437567,0.257552,0.112777
OPLAH,6.95184,4.97389,7.12604,3.52689,5.88974,3.90987
LOC339807,0.0261846,0,0,0,0,0
PLAG1,4.70841,3.40829,4.87841,5.26971,3.91016,4.27056
NEK4,4.01824,3.95823,3.77003,5.30878,4.42545,5.19641
AGO3,3.14452,2.96944,3.23641,4.45842,4.0184,3.93879
KRT42P,0.0211325,0.0607665,0,0.060677,0,0.0197969
DYM,15.0854,17.0423,15.5501,20.7828,18.1354,20.9093
CREB3L4,2.58943,2.2089,2.51323,2.00187,1.92055,2.43777
LOC344967,0.0547368,0.0258044,0,0.0264999,0,0
ZBTB26,3.11599,2.45148,2.3961,2.72141,2.44447,2.24844
SH2D6,0.0657633,0,0,0,0,0.48624
TRIM51HP,0.0906737,0,0,0,0,0
PCNA-AS1,23.379,30.6759,23.3926,22.8952,19.9283,24.3993
DOCK4,3.86897,3.75313,3.62809,8.98041,8.45799,9.41097
RGS17,2.99698,3.36844,2.69537,5.76439,3.72519,4.79933
PDE4B,0.0979175,0.127321,0.0489057,0.475656,0.426558,0.442336
LSM8,3.19109,2.86534,3.24931,4.79454,4.32328,4.81929
IL12A-AS1,0.0384299,0.0182832,0,0,0.0939861,0.0914418
CBLN4,0.0457633,0,0,0,0,0
CMTR1,11.4645,10.5344,10.3798,20.1422,20.9303,20.3468
ABCC10,7.72874,7.78975,7.39964,6.4225,7.0444,6.47528
